source_id,target_id,relationship_type,weight,interaction_freq
E00654,E00399,supplier,0.43,42
E00782,E01734,co-investor,0.17,27
E02678,E00092,co-investor,0.79,8
E01238,E00581,co-investor,0.51,14
E00493,E02608,supplier,0.89,31
E00716,E00059,supplier,0.18,16
E01865,E02375,co-investor,0.34,45
E02307,E01965,supplier,0.76,10
E00883,E00267,shared_director,0.71,2
E00153,E02038,shared_director,0.85,27
E00717,E00055,supplier,0.69,50
E01151,E02908,co-investor,0.75,13
E01095,E00100,co-investor,0.97,13
E00962,E02825,shared_director,0.83,42
E00181,E02307,shared_director,0.6,45
E02002,E00949,supplier,0.36,6
E02450,E01505,shared_director,0.84,35
E00672,E01529,co-investor,0.75,35
E00597,E01314,co-investor,0.47,38
E01646,E01525,shared_director,0.99,50
E01198,E00605,shared_director,0.71,27
E01476,E01769,supplier,0.64,9
E01364,E01470,shared_director,0.51,35
E02787,E00673,supplier,0.41,41
E00595,E02453,co-investor,0.59,48
E00654,E02350,parent_company,0.98,14
E02840,E01624,supplier,0.84,8
E02054,E02229,supplier,0.57,37
E00017,E01044,parent_company,0.77,44
E02908,E01372,shared_director,0.21,47
E01530,E02247,shared_director,0.57,26
E00898,E02364,co-investor,0.77,45
E00436,E00925,shared_director,0.24,45
E00772,E02934,supplier,0.9,33
E00442,E02029,parent_company,0.92,45
E01256,E00991,shared_director,0.37,14
E02220,E02615,supplier,0.96,13
E00097,E00067,supplier,0.37,14
E00761,E02788,supplier,0.16,29
E00488,E01729,co-investor,0.7,1
E02859,E02448,co-investor,0.41,24
E00854,E01245,shared_director,0.66,31
E02602,E02519,supplier,0.71,3
E02048,E01310,co-investor,0.13,45
E01940,E01572,supplier,0.48,38
E02541,E01438,shared_director,1.0,25
E00159,E01997,supplier,0.53,35
E00378,E00340,parent_company,0.75,46
E02586,E00386,shared_director,0.44,22
E00989,E02473,shared_director,0.13,20
E02264,E02884,shared_director,0.29,27
E00389,E00043,parent_company,0.63,44
E00116,E02074,shared_director,0.16,12
E01898,E01126,shared_director,0.82,35
E02678,E00200,co-investor,0.63,45
E02117,E02012,parent_company,0.91,19
E00667,E00164,co-investor,0.64,28
E00450,E02814,parent_company,0.97,5
E00816,E01975,shared_director,0.32,25
E02679,E00724,shared_director,0.14,12
E00916,E01393,shared_director,0.31,29
E02871,E00476,supplier,0.25,9
E02479,E02306,supplier,0.49,24
E02863,E01762,supplier,0.74,45
E01509,E02601,supplier,0.48,3
E01143,E01788,shared_director,0.16,6
E01077,E02723,co-investor,0.53,33
E00997,E00564,supplier,0.12,6
E02337,E00766,parent_company,0.5,35
E01530,E02283,co-investor,0.53,43
E00760,E02385,shared_director,0.2,3
E00952,E00830,parent_company,0.37,48
E02874,E01601,supplier,0.43,33
E00050,E00462,co-investor,0.63,1
E01243,E00562,co-investor,0.93,31
E00875,E00773,shared_director,0.53,14
E00406,E00707,shared_director,0.6,41
E02218,E00291,parent_company,0.7,33
E00596,E00279,shared_director,0.56,5
E02319,E00675,parent_company,0.66,27
E02563,E01482,parent_company,0.85,27
E00245,E01769,supplier,0.88,50
E01617,E00114,parent_company,0.7,24
E01601,E01843,parent_company,0.77,9
E01964,E02519,shared_director,0.68,49
E02603,E00645,parent_company,0.64,19
E02037,E00308,shared_director,0.64,27
E00272,E02301,supplier,0.73,50
E00597,E02628,supplier,0.43,26
E01151,E01903,co-investor,0.37,35
E02480,E01340,co-investor,0.87,31
E02095,E01998,shared_director,0.78,45
E02415,E02848,parent_company,0.52,6
E02833,E02006,co-investor,0.58,40
E02587,E00258,co-investor,0.67,18
E01184,E02435,parent_company,0.38,21
E00981,E02319,parent_company,0.41,20
E00786,E01373,shared_director,0.35,39
E01737,E02744,parent_company,0.79,9
E02820,E01209,parent_company,0.72,24
E02919,E02224,co-investor,0.28,30
E02383,E02131,parent_company,0.21,47
E01194,E02616,parent_company,0.29,41
E01382,E00750,shared_director,0.44,26
E01984,E01109,shared_director,0.58,10
E01044,E02483,supplier,0.33,25
E02256,E01611,supplier,0.16,17
E02028,E01863,co-investor,0.56,27
E00816,E01089,supplier,0.98,41
E02006,E02439,supplier,0.53,25
E01283,E00490,parent_company,0.26,24
E00224,E00169,supplier,0.35,36
E02193,E01100,parent_company,0.81,48
E02813,E01734,parent_company,0.14,43
E02321,E00246,supplier,0.2,40
E01136,E01165,shared_director,0.32,15
E02533,E02473,co-investor,0.94,23
E00969,E00622,supplier,0.6,21
E00901,E00704,shared_director,0.28,40
E00072,E00657,supplier,0.61,40
E01105,E01992,supplier,0.19,27
E00906,E00992,shared_director,0.65,12
E00903,E01145,supplier,0.1,43
E01264,E01783,shared_director,0.5,15
E00412,E00336,shared_director,0.74,29
E00616,E01575,shared_director,0.12,49
E01113,E00841,shared_director,0.49,34
E01403,E01320,supplier,0.55,40
E01589,E01812,parent_company,0.44,46
E00317,E02462,shared_director,0.25,26
E00849,E00893,co-investor,0.42,18
E01019,E02929,co-investor,0.91,25
E02460,E01924,supplier,0.72,37
E01000,E02644,supplier,0.51,2
E01593,E02342,co-investor,0.42,2
E02011,E01788,shared_director,0.92,6
E01792,E01045,co-investor,0.31,24
E01065,E01961,parent_company,0.25,38
E02642,E02119,parent_company,0.86,25
E01494,E00197,parent_company,0.18,11
E00379,E02521,supplier,0.33,34
E01046,E01856,parent_company,0.36,28
E01141,E00762,parent_company,0.47,11
E02133,E00274,parent_company,0.88,40
E00214,E02346,parent_company,0.36,31
E01734,E00688,parent_company,0.12,13
E02469,E02919,supplier,0.16,7
E01103,E00733,supplier,0.8,36
E01512,E00733,parent_company,0.58,12
E01007,E00036,co-investor,0.87,50
E01116,E02103,supplier,0.55,4
E01614,E00553,parent_company,0.14,10
E00542,E00991,co-investor,0.62,18
E01895,E01007,shared_director,0.26,8
E02923,E01017,parent_company,0.68,49
E00174,E00275,shared_director,0.22,19
E01888,E02167,shared_director,0.71,26
E02255,E02218,shared_director,0.9,30
E02652,E02129,co-investor,0.81,37
E01660,E01030,shared_director,0.25,32
E00518,E00150,parent_company,0.17,24
E01223,E00474,shared_director,0.44,20
E01531,E00098,co-investor,0.54,49
E00066,E00883,shared_director,0.8,49
E00603,E01843,parent_company,0.68,20
E01624,E01002,parent_company,0.11,15
E01799,E01036,shared_director,0.46,46
E01906,E01522,parent_company,0.52,27
E00211,E01006,parent_company,0.91,7
E01211,E01533,supplier,0.42,25
E02677,E01776,supplier,0.64,23
E02100,E02260,shared_director,0.14,31
E00278,E01444,co-investor,0.27,33
E00680,E00046,supplier,0.23,46
E02301,E01105,supplier,0.12,14
E02584,E02135,co-investor,0.12,26
E01369,E02511,shared_director,0.41,21
E01168,E01508,supplier,0.82,38
E00506,E01796,shared_director,0.49,33
E00149,E02730,supplier,1.0,10
E01548,E01353,shared_director,0.76,41
E01095,E00590,parent_company,0.79,13
E00382,E02527,shared_director,0.35,15
E00172,E00181,co-investor,0.11,9
E00797,E01714,parent_company,0.48,10
E01749,E02241,co-investor,0.99,14
E00003,E00272,parent_company,0.87,17
E01977,E00271,parent_company,0.52,11
E02756,E02022,supplier,0.17,30
E01404,E02527,co-investor,0.87,17
E02364,E02288,co-investor,0.67,21
E02158,E00638,co-investor,0.83,50
E01005,E00927,supplier,0.49,18
E01345,E02085,co-investor,0.55,47
E01658,E00211,co-investor,0.82,17
E00437,E00607,parent_company,0.86,15
E01019,E01902,parent_company,0.93,45
E02221,E02072,co-investor,0.47,26
E01718,E02321,co-investor,0.37,16
E00666,E02553,shared_director,0.95,43
E00272,E01286,supplier,0.49,28
E00631,E01697,shared_director,0.98,22
E01518,E00485,co-investor,0.31,32
E01624,E02411,parent_company,0.46,16
E01174,E00997,parent_company,0.4,39
E01340,E02431,shared_director,0.87,7
E00337,E00338,supplier,0.24,28
E02018,E00379,parent_company,0.99,1
E01931,E00728,supplier,0.22,24
E02781,E02809,co-investor,0.7,6
E00166,E00677,co-investor,0.4,3
E02388,E00338,supplier,0.65,13
E00697,E01601,shared_director,0.2,38
E01194,E02521,supplier,0.85,19
E00568,E00267,shared_director,0.65,17
E00645,E02636,supplier,0.55,15
E02823,E01163,supplier,0.45,22
E02724,E00667,shared_director,0.83,23
E02085,E01256,co-investor,0.69,26
E01713,E00964,co-investor,0.7,14
E00986,E01890,parent_company,0.73,3
E00326,E00241,supplier,0.23,29
E00517,E00612,supplier,0.35,22
E02817,E01311,parent_company,0.75,28
E01679,E00503,co-investor,0.94,14
E01939,E02688,supplier,0.43,26
E00785,E01414,supplier,0.14,17
E01596,E00765,shared_director,0.52,26
E02905,E01326,shared_director,0.22,21
E02898,E01730,co-investor,0.96,49
E02321,E02867,parent_company,0.11,11
E01027,E01704,supplier,0.54,22
E00607,E00173,parent_company,0.32,39
E02029,E01139,parent_company,0.75,27
E00158,E00038,co-investor,0.74,40
E01528,E01382,supplier,0.19,50
E02053,E00827,parent_company,0.23,44
E02698,E02069,co-investor,0.58,34
E02419,E02509,parent_company,0.49,47
E00162,E01864,co-investor,0.58,49
E01870,E00183,co-investor,0.4,27
E02414,E02569,supplier,0.53,27
E01899,E02494,parent_company,0.93,38
E00913,E01841,co-investor,0.37,42
E00159,E00940,co-investor,0.46,1
E02174,E00939,supplier,0.3,29
E00979,E01627,supplier,0.49,5
E01121,E02193,shared_director,0.11,47
E02622,E01255,supplier,0.55,38
E00875,E02188,co-investor,0.8,16
E01594,E02297,co-investor,0.26,42
E00821,E00059,shared_director,0.17,42
E01006,E01966,supplier,0.19,48
E01058,E00693,co-investor,0.7,27
E00663,E01747,parent_company,0.76,24
E00400,E01183,co-investor,1.0,45
E02248,E02618,supplier,0.17,10
E00498,E00014,parent_company,0.16,50
E01107,E00734,supplier,0.79,22
E00498,E02050,shared_director,0.56,31
E02737,E02517,co-investor,0.81,23
E00377,E01447,parent_company,0.45,13
E02234,E01026,supplier,0.92,40
E00354,E00260,parent_company,0.23,11
E02139,E02825,parent_company,0.53,49
E02587,E01440,supplier,0.41,25
E01772,E00425,shared_director,0.29,13
E02544,E02612,shared_director,0.8,48
E02857,E00275,parent_company,0.85,50
E02025,E02284,shared_director,0.45,42
E01511,E00816,supplier,0.13,13
E00016,E02339,co-investor,0.12,43
E01526,E02658,co-investor,0.47,1
E01291,E01899,supplier,0.22,7
E02436,E02133,supplier,0.63,31
E02025,E02268,co-investor,0.21,3
E02614,E01299,parent_company,0.38,28
E01202,E00160,supplier,0.15,20
E02724,E00561,co-investor,0.83,10
E01150,E01393,shared_director,0.98,34
E01491,E00308,shared_director,0.38,20
E01667,E00094,supplier,0.98,21
E00757,E02916,supplier,0.88,34
E02470,E02456,supplier,0.43,7
E01083,E01368,co-investor,0.9,12
E02361,E00870,supplier,0.31,18
E01276,E02254,supplier,0.83,36
E02365,E02829,co-investor,0.92,43
E01219,E00412,shared_director,0.78,3
E01278,E01722,supplier,0.69,18
E00214,E00561,supplier,0.18,38
E00017,E00438,shared_director,0.14,24
E01663,E02220,supplier,0.34,38
E02299,E01015,supplier,0.4,12
E02657,E02331,supplier,0.67,2
E01927,E00895,parent_company,0.25,44
E02088,E00978,shared_director,0.1,34
E01120,E02363,parent_company,0.54,16
E00244,E01761,parent_company,0.65,25
E00789,E02162,co-investor,0.41,26
E02420,E01686,co-investor,0.34,40
E00511,E02896,shared_director,0.33,39
E02039,E00006,supplier,0.46,13
E01037,E02832,parent_company,0.62,42
E02377,E00492,parent_company,0.22,3
E00946,E01024,supplier,0.76,44
E01617,E00545,parent_company,0.35,8
E02354,E00012,parent_company,0.75,45
E00057,E01694,supplier,0.41,29
E00592,E00603,supplier,0.88,21
E01684,E01552,co-investor,0.5,13
E02602,E00598,parent_company,0.45,13
E02728,E02713,parent_company,0.54,18
E01792,E00201,co-investor,0.1,30
E00650,E00252,supplier,0.77,34
E01185,E00835,shared_director,0.2,19
E00577,E01161,co-investor,0.26,50
E00057,E01939,supplier,0.63,23
E01242,E02639,parent_company,0.5,45
E01129,E01954,shared_director,0.34,31
E00904,E01795,parent_company,0.12,16
E02643,E01991,shared_director,0.3,36
E02088,E02630,parent_company,0.2,47
E01519,E02139,co-investor,0.72,18
E02697,E02116,co-investor,0.77,2
E00258,E02324,supplier,0.32,19
E01033,E01001,parent_company,0.66,34
E00014,E00611,supplier,0.39,45
E02269,E01720,co-investor,0.1,13
E00768,E00445,co-investor,0.75,28
E01029,E02851,co-investor,0.63,41
E01647,E02744,co-investor,0.19,31
E02559,E00804,parent_company,0.39,22
E01462,E01931,parent_company,0.58,32
E00933,E01765,supplier,0.72,7
E02315,E00562,parent_company,0.47,3
E00840,E01914,shared_director,0.58,48
E00298,E00421,shared_director,0.75,15
E00879,E00895,co-investor,0.19,17
E00048,E02407,shared_director,0.21,18
E02634,E02412,shared_director,0.9,6
E01396,E00970,supplier,0.18,17
E02451,E02200,parent_company,0.14,45
E01135,E02217,parent_company,0.69,45
E00027,E02006,parent_company,0.82,22
E00410,E00364,parent_company,0.93,18
E00001,E01750,co-investor,0.94,49
E01853,E02279,parent_company,0.12,7
E02570,E02342,supplier,0.7,13
E00705,E00643,parent_company,0.76,47
E00735,E00803,parent_company,0.28,19
E01888,E00251,shared_director,0.3,9
E00129,E00483,parent_company,0.43,49
E01228,E02813,shared_director,0.24,5
E00652,E01941,shared_director,0.11,24
E00144,E02184,parent_company,0.72,27
E00445,E00348,parent_company,0.29,10
E01701,E00445,shared_director,0.31,11
E01091,E02924,co-investor,0.9,11
E02435,E02183,parent_company,0.96,28
E00706,E02503,shared_director,0.35,17
E02484,E00878,supplier,0.28,19
E01539,E02194,shared_director,0.93,38
E00473,E02845,parent_company,0.91,15
E02869,E02186,supplier,0.6,26
E02661,E02379,parent_company,0.15,12
E02208,E00950,parent_company,0.32,4
E02083,E02486,supplier,0.32,36
E00343,E01390,supplier,0.33,22
E02249,E00558,parent_company,0.14,32
E00841,E00573,parent_company,0.73,6
E02122,E00606,shared_director,0.16,47
E02597,E02240,supplier,0.76,21
E01888,E00675,co-investor,0.99,22
E00123,E00136,supplier,0.8,50
E02724,E02830,supplier,0.88,47
E00125,E00343,co-investor,0.25,48
E02610,E02400,supplier,0.17,13
E01970,E00403,shared_director,0.81,35
E02653,E01522,supplier,0.81,48
E02478,E00106,parent_company,0.99,21
E01553,E02754,supplier,0.82,33
E02645,E01188,co-investor,0.33,6
E02236,E00606,shared_director,0.36,34
E00314,E00617,parent_company,0.84,19
E02054,E02547,supplier,0.38,31
E00166,E02078,shared_director,0.52,3
E02455,E00201,supplier,0.7,16
E01548,E01415,co-investor,0.18,47
E02114,E01127,parent_company,0.46,37
E00504,E00966,shared_director,0.23,18
E02096,E00934,co-investor,0.43,4
E01500,E01271,parent_company,0.81,25
E00172,E02264,supplier,0.66,4
E01666,E00852,parent_company,0.47,40
E02287,E01885,co-investor,0.81,2
E02558,E02607,parent_company,0.21,4
E01097,E00193,supplier,0.88,17
E02166,E00509,supplier,0.34,47
E01060,E02637,parent_company,0.59,31
E02042,E01020,parent_company,0.44,49
E00769,E02165,supplier,0.46,16
E00635,E02757,supplier,0.23,26
E02536,E02777,co-investor,0.75,34
E02341,E02643,co-investor,0.47,11
E00085,E00995,shared_director,0.78,9
E01509,E02165,shared_director,0.29,20
E01032,E00337,shared_director,0.89,25
E01195,E02588,shared_director,0.24,49
E01531,E01191,supplier,0.27,15
E02768,E01512,co-investor,0.59,12
E01204,E00786,supplier,0.7,31
E01546,E01261,shared_director,0.81,19
E02102,E02359,supplier,0.79,47
E00447,E01509,parent_company,0.6,33
E02125,E00731,co-investor,0.4,9
E01908,E02499,supplier,0.71,22
E00154,E01187,supplier,0.99,19
E00979,E00839,parent_company,0.29,49
E01455,E00796,co-investor,0.63,46
E00501,E01617,parent_company,0.83,7
E00369,E00388,shared_director,0.57,47
E00507,E02230,supplier,0.65,13
E00988,E02431,supplier,0.67,13
E02018,E00888,parent_company,0.46,21
E00925,E00161,shared_director,0.87,47
E00315,E00344,shared_director,0.78,21
E01595,E00391,shared_director,0.96,27
E02264,E02149,supplier,0.11,12
E00855,E00109,supplier,0.63,22
E01700,E00459,parent_company,0.85,34
E00054,E01002,shared_director,0.4,41
E02879,E02038,co-investor,0.76,39
E00491,E01702,supplier,0.89,44
E00876,E01605,co-investor,0.65,23
E00549,E00238,supplier,0.38,5
E00505,E02155,co-investor,0.2,19
E00926,E00948,shared_director,0.58,22
E00109,E02403,parent_company,0.78,27
E00798,E00699,parent_company,0.95,39
E02466,E02072,parent_company,0.17,29
E01127,E01373,co-investor,0.48,6
E01046,E00150,co-investor,0.22,35
E01669,E00176,co-investor,0.67,50
E01383,E00974,shared_director,0.94,28
E01784,E00190,supplier,0.2,9
E01748,E00074,supplier,0.95,4
E02131,E00833,co-investor,0.45,39
E00363,E00112,shared_director,0.24,30
E00298,E01313,parent_company,0.19,12
E00896,E01041,co-investor,0.42,28
E02086,E02254,parent_company,0.49,7
E01989,E02566,shared_director,0.48,36
E02639,E00585,parent_company,0.99,17
E01190,E00166,supplier,0.32,36
E00021,E02162,shared_director,0.8,22
E01223,E00973,shared_director,0.88,36
E02166,E00560,shared_director,0.14,15
E02643,E01534,supplier,0.15,43
E01518,E01850,supplier,0.65,4
E02079,E01509,supplier,0.82,19
E02352,E00745,supplier,0.74,29
E01046,E02388,parent_company,0.46,39
E02893,E02347,shared_director,0.79,37
E01540,E02691,co-investor,0.85,42
E02477,E02459,shared_director,0.18,34
E01211,E00595,co-investor,0.62,41
E02330,E01017,parent_company,0.4,7
E01206,E00088,co-investor,0.61,13
E00718,E00780,supplier,0.27,50
E00914,E01206,parent_company,0.8,28
E01656,E02310,supplier,0.47,45
E00095,E02286,shared_director,0.24,41
E00483,E01873,shared_director,0.98,2
E02630,E01811,parent_company,0.77,20
E02301,E00935,parent_company,0.39,43
E02468,E01482,parent_company,0.91,34
E00568,E02693,supplier,0.85,19
E00013,E01412,shared_director,0.9,8
E00584,E02848,shared_director,0.41,36
E00604,E01664,co-investor,0.59,10
E01779,E02708,co-investor,0.18,36
E01567,E02347,shared_director,0.41,41
E00299,E00888,supplier,0.61,28
E00403,E02753,parent_company,0.79,34
E01285,E02341,co-investor,0.98,49
E00493,E01032,parent_company,0.8,26
E02218,E00611,parent_company,0.63,50
E01273,E02085,co-investor,0.66,3
E00121,E00673,shared_director,0.78,1
E00027,E02735,shared_director,0.64,25
E00257,E00226,supplier,0.85,49
E01586,E02064,parent_company,0.17,43
E00792,E02507,co-investor,0.84,2
E00197,E00272,shared_director,0.58,40
E02656,E01144,supplier,0.36,39
E00300,E01317,supplier,0.51,50
E00726,E02579,parent_company,0.88,29
E02630,E01685,parent_company,0.15,24
E00904,E02612,co-investor,0.34,32
E01805,E01814,co-investor,0.45,4
E02926,E01840,parent_company,0.75,49
E01687,E02751,parent_company,0.64,23
E00080,E02276,supplier,0.77,32
E02562,E01943,shared_director,0.93,11
E02316,E02865,supplier,0.79,17
E00094,E01628,co-investor,0.16,13
E00813,E00831,shared_director,0.31,9
E01287,E01466,parent_company,0.28,26
E00446,E01914,supplier,0.52,14
E00673,E02778,supplier,0.17,11
E00002,E01556,supplier,0.3,28
E00975,E02103,co-investor,0.22,32
E02237,E02349,co-investor,0.44,13
E00894,E01833,supplier,0.9,35
E01216,E01258,co-investor,0.63,47
E00691,E02371,co-investor,0.14,26
E01205,E02091,supplier,0.98,7
E01767,E01129,co-investor,1.0,16
E01851,E00840,co-investor,0.85,26
E01927,E02189,supplier,0.93,30
E02047,E02734,parent_company,0.92,5
E00058,E00662,supplier,0.89,38
E02197,E00748,supplier,0.67,17
E02128,E01720,parent_company,0.62,22
E02013,E02814,shared_director,0.31,28
E00949,E02210,parent_company,0.89,33
E00726,E02227,co-investor,0.47,22
E00938,E02345,shared_director,0.96,2
E02019,E02879,shared_director,0.46,8
E01858,E01960,supplier,0.46,32
E00967,E01660,parent_company,0.87,1
E01496,E00010,shared_director,0.59,6
E02699,E00701,parent_company,0.3,23
E01344,E02761,parent_company,0.18,26
E02781,E02702,co-investor,0.11,22
E02209,E01833,supplier,0.72,26
E02333,E00616,supplier,0.57,50
E00714,E00298,parent_company,0.39,26
E01871,E02434,supplier,0.6,35
E02793,E01100,parent_company,0.49,39
E02220,E01183,supplier,0.96,9
E00155,E01356,supplier,0.96,45
E00942,E02713,shared_director,0.98,39
E02833,E01028,co-investor,0.68,20
E02481,E01384,supplier,0.68,19
E01421,E01851,shared_director,0.97,49
E00147,E02848,shared_director,0.18,12
E00964,E02229,shared_director,0.5,31
E00803,E02209,parent_company,0.12,40
E01852,E01126,shared_director,0.8,40
E00261,E02572,shared_director,0.55,35
